#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,,56,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,84,battery_level,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,57,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,8.22,current,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,58,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,4,error_count,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active
,,59,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,88,health_percent,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active
,,60,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,36,load,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,61,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,21.41,temperature,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active
,,62,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202409Z,227.21,voltage,hospital_device_data,Blood Refrigerators,WM5-DEV-011,Critical,Healthy,Westside Medical,WM5,Midtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,63,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,49,battery_level,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,64,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,5.42,current,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,65,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,5,error_count,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle
,,66,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,98,health_percent,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle
,,67,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,47,load,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,68,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,22.09,temperature,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle
,,69,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:21:16.202416Z,227.33,voltage,hospital_device_data,Blood Refrigerators,WM5-DEV-012,Non-Critical,Healthy,Westside Medical,WM5,Midtown,Siemens,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,70,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532349Z,2,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Active
,,71,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532349Z,94,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Active
,,72,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532349Z,29,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,73,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532349Z,32.04,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,74,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553796Z,3,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,74,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.56179Z,1,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,74,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569078Z,2,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,74,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576679Z,1,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,75,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553796Z,85,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,75,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.56179Z,80,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,75,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569078Z,87,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,75,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576679Z,91,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,76,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553796Z,70,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,76,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.56179Z,42,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,76,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569078Z,80,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,76,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576679Z,83,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,77,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553796Z,32.47,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,77,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.56179Z,32.51,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,77,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569078Z,32.7,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down
,,77,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576679Z,32.83,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,78,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54048Z,5,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,78,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548075Z,0,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,79,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54048Z,82,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,79,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548075Z,98,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,80,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54048Z,14,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,80,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548075Z,52,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,81,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54048Z,31.59,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,81,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548075Z,32.03,temperature,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,82,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994674Z,2,error_count,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-1,Active
,,83,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994674Z,88,health_percent,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-1,Active
,,84,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994674Z,74,load,hospital_device_data,Excelsius3D,GBS2-DEV-001,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
